add device 1: /dev/input/event0
  name:     "ACCDET"
add device 2: /dev/input/event2
  name:     "mtk-tpd"
add device 3: /dev/input/event1
  name:     "mtk-kpd"
[ 2958826.845555] /dev/input/event2: EV_ABS       ABS_MT_TRACKING_ID   00007632            
[ 2958826.845555] /dev/input/event2: EV_ABS       ABS_MT_POSITION_X    0000011f            
[ 2958826.845555] /dev/input/event2: EV_ABS       ABS_MT_POSITION_Y    000001bf            
[ 2958826.845555] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   00000005            
[ 2958826.845555] /dev/input/event2: EV_ABS       ABS_MT_PRESSURE      000003e8            
[ 2958826.845555] /dev/input/event2: EV_KEY       BTN_TOUCH            DOWN                
[ 2958826.845555] /dev/input/event2: EV_SYN       SYN_REPORT           00000000            
[ 2958826.862201] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   00000004            
[ 2958826.862201] /dev/input/event2: EV_SYN       SYN_REPORT           00000000            
[ 2958826.879062] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   00000008            
[ 2958826.879062] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000001            
[ 2958826.879062] /dev/input/event2: EV_ABS       ABS_MT_TRACKING_ID   00007633            
[ 2958826.879062] /dev/input/event2: EV_ABS       ABS_MT_POSITION_X    000001c8            
[ 2958826.879062] /dev/input/event2: EV_ABS       ABS_MT_POSITION_Y    00000168            
[ 2958826.879062] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   00000008            
[ 2958826.879062] /dev/input/event2: EV_ABS       ABS_MT_PRESSURE      000003e8            
[ 2958826.879062] /dev/input/event2: EV_SYN       SYN_REPORT           00000000            
[ 2958826.895828] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000000            
[ 2958826.895828] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   0000000a            
[ 2958826.895828] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000001            
[ 2958826.895828] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   00000009            
[ 2958826.895828] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000002            
[ 2958826.895828] /dev/input/event2: EV_ABS       ABS_MT_TRACKING_ID   00007634            
[ 2958826.895828] /dev/input/event2: EV_ABS       ABS_MT_POSITION_X    00000260            
[ 2958826.895828] /dev/input/event2: EV_ABS       ABS_MT_POSITION_Y    000001e6            
[ 2958826.895828] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   00000009            
[ 2958826.895828] /dev/input/event2: EV_ABS       ABS_MT_PRESSURE      00000001            
[ 2958826.895828] /dev/input/event2: EV_SYN       SYN_REPORT           00000000            
[ 2958826.912533] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000000            
[ 2958826.912533] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   00000004            
[ 2958826.912533] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000001            
[ 2958826.912533] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   00000005            
[ 2958826.912533] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000002            
[ 2958826.912533] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   00000004            
[ 2958826.912533] /dev/input/event2: EV_SYN       SYN_REPORT           00000000            
[ 2958826.929230] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000000            
[ 2958826.929230] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   00000003            
[ 2958826.929230] /dev/input/event2: EV_SYN       SYN_REPORT           00000000            
[ 2958826.948207] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   0000000b            
[ 2958826.948207] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000001            
[ 2958826.948207] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   00000009            
[ 2958826.948207] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000002            
[ 2958826.948207] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   00000008            
[ 2958826.948207] /dev/input/event2: EV_SYN       SYN_REPORT           00000000            
[ 2958826.964892] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000000            
[ 2958826.964892] /dev/input/event2: EV_ABS       ABS_MT_POSITION_X    0000011e            
[ 2958826.964892] /dev/input/event2: EV_ABS       ABS_MT_POSITION_Y    000001c4            
[ 2958826.964892] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   0000000a            
[ 2958826.964892] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000001            
[ 2958826.964892] /dev/input/event2: EV_ABS       ABS_MT_POSITION_X    000001c7            
[ 2958826.964892] /dev/input/event2: EV_ABS       ABS_MT_POSITION_Y    0000016c            
[ 2958826.964892] /dev/input/event2: EV_SYN       SYN_REPORT           00000000            
[ 2958826.973475] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000000            
[ 2958826.973475] /dev/input/event2: EV_ABS       ABS_MT_POSITION_X    0000011d            
[ 2958826.973475] /dev/input/event2: EV_ABS       ABS_MT_POSITION_Y    000001ca            
[ 2958826.973475] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000001            
[ 2958826.973475] /dev/input/event2: EV_ABS       ABS_MT_POSITION_Y    00000171            
[ 2958826.973475] /dev/input/event2: EV_SYN       SYN_REPORT           00000000            
[ 2958826.981721] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000000            
[ 2958826.981721] /dev/input/event2: EV_ABS       ABS_MT_POSITION_X    0000011b            
[ 2958826.981721] /dev/input/event2: EV_ABS       ABS_MT_POSITION_Y    000001db            
[ 2958826.981721] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   00000007            
[ 2958826.981721] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000001            
[ 2958826.981721] /dev/input/event2: EV_ABS       ABS_MT_POSITION_X    000001c6            
[ 2958826.981721] /dev/input/event2: EV_ABS       ABS_MT_POSITION_Y    00000182            
[ 2958826.981721] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   00000008            
[ 2958826.981721] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000002            
[ 2958826.981721] /dev/input/event2: EV_ABS       ABS_MT_POSITION_Y    000001ed            
[ 2958826.981721] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   00000009            
[ 2958826.981721] /dev/input/event2: EV_SYN       SYN_REPORT           00000000            
[ 2958826.990634] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000000            
[ 2958826.990634] /dev/input/event2: EV_ABS       ABS_MT_POSITION_X    00000119            
[ 2958826.990634] /dev/input/event2: EV_ABS       ABS_MT_POSITION_Y    000001ec            
[ 2958826.990634] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000001            
[ 2958826.990634] /dev/input/event2: EV_ABS       ABS_MT_POSITION_Y    00000194            
[ 2958826.990634] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000002            
[ 2958826.990634] /dev/input/event2: EV_ABS       ABS_MT_POSITION_Y    000001f4            
[ 2958826.990634] /dev/input/event2: EV_SYN       SYN_REPORT           00000000            
[ 2958826.998350] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000000            
[ 2958826.998350] /dev/input/event2: EV_ABS       ABS_MT_POSITION_X    00000117            
[ 2958826.998350] /dev/input/event2: EV_ABS       ABS_MT_POSITION_Y    00000207            
[ 2958826.998350] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   00000008            
[ 2958826.998350] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000001            
[ 2958826.998350] /dev/input/event2: EV_ABS       ABS_MT_POSITION_X    000001c5            
[ 2958826.998350] /dev/input/event2: EV_ABS       ABS_MT_POSITION_Y    000001b0            
[ 2958826.998350] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   00000007            
[ 2958826.998350] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000002            
[ 2958826.998350] /dev/input/event2: EV_ABS       ABS_MT_POSITION_Y    0000020b            
[ 2958826.998350] /dev/input/event2: EV_ABS       ABS_MT_TOUCH_MAJOR   00000008            
[ 2958826.998350] /dev/input/event2: EV_SYN       SYN_REPORT           00000000            
[ 2958827.007296] /dev/input/event2: EV_ABS       ABS_MT_SLOT          00000000            
[ 2958827.007296] /dev/input/event2: EV_ABS       ABS_MT_POSITION_X    00000116            
